S,29,3,26,29,3,26,4,352,16,5,0,0,2,0,216,656,0,0,21,55,21,56,2,0,2,0,39,0,0,0,0,0,1,2,2,1,0,4,A,24000425
S,29,3,26,29,3,26,4,737,16,4,0,0,2,0,239,335,0,0,21,56,21,57,2,0,2,0,69,0,0,0,0,0,1,2,2,1,0,120,A,24000425
S,29,3,26,29,3,26,4,309,16,4,0,0,2,0,221,557,0,0,21,57,22,1,2,0,2,0,62,0,0,0,0,0,1,2,2,1,0,126,A,24000425
S,19,4,26,19,4,26,4,832,16,4,0,0,2,0,148,658,0,0,17,33,17,36,2,0,2,0,46,0,0,0,0,0,1,2,1,1,0,6,A,24000425
S,19,4,26,19,4,26,4,224,16,4,0,0,2,0,141,629,0,0,17,38,17,38,2,0,2,0,47,0,0,0,0,0,1,2,1,1,0,128,A,24000425
S,20,4,26,20,4,26,4,404,16,4,0,0,57,0,164,265,0,0,3,34,10,59,2,0,2,0,28,0,4,6,22,0,1,2,1,1,44,125,A,24000425
S,29,4,26,29,4,26,4,674,16,4,0,0,2,0,185,383,0,0,17,39,17,41,2,0,2,0,22,0,0,0,0,0,1,2,1,1,0,9,A,24000425
S,29,4,26,29,4,26,4,570,16,4,0,0,2,0,187,302,0,0,17,43,17,43,2,0,2,0,30,0,0,0,0,0,1,2,1,1,0,16,A,24000425
S,30,4,26,30,4,26,4,688,16,4,0,0,2,0,239,860,0,0,3,15,8,33,2,0,2,0,35,0,0,0,15,0,1,2,1,1,31,125,A,24000425
S,12,3,25,12,3,25,4,742,20,6,0,0,2,0,145,860,0,0,14,34,14,35,5,1,2,0,67,0,0,0,0,0,1,3,1,1,0,126,A,24000425
S,13,3,25,13,3,25,4,947,20,6,0,0,2,0,194,873,0,0,0,39,0,43,5,1,2,0,29,0,0,0,0,0,1,3,1,1,0,120,A,24000425
S,27,3,25,27,3,25,4,533,20,6,0,0,2,0,183,462,0,0,13,59,13,59,5,1,2,0,49,0,0,0,0,0,1,3,1,1,0,196,A,24000425
S,27,3,25,27,3,25,4,673,20,6,0,0,2,0,175,930,0,0,13,59,13,59,5,1,2,0,65,0,0,0,0,0,1,3,1,1,0,120,A,24000425
S,27,3,25,27,3,25,4,274,20,6,0,0,2,0,200,941,0,0,14,0,14,0,5,1,2,0,26,0,0,0,0,0,1,3,1,1,0,123,A,24000425
S,27,3,25,27,3,25,4,596,20,6,0,0,2,0,222,385,0,0,16,5,16,5,5,1,2,0,30,0,0,0,0,0,1,3,1,1,0,120,A,24000425
S,31,5,25,31,5,25,4,447,20,6,0,0,2,0,164,331,0,0,14,43,14,43,5,1,2,0,28,0,0,0,0,0,1,3,1,3,0,120,A,24000425
S,31,5,25,31,5,25,4,528,20,6,0,0,2,0,180,645,0,0,14,45,14,46,5,1,2,0,65,0,0,0,0,0,1,3,1,3,0,123,A,24000425
S,27,10,25,27,10,25,4,533,20,4,0,0,2,0,183,462,0,0,13,33,13,33,5,1,1,0,49,0,0,0,0,0,1,3,1,1,0,196,A,24000425
S,27,10,25,27,10,25,4,919,20,4,0,0,2,0,137,624,0,0,13,33,13,33,5,1,1,0,66,0,0,0,0,0,1,3,1,1,0,127,A,24000425
S,27,10,25,27,10,25,4,209,20,4,0,0,2,0,127,468,0,0,13,34,13,34,5,1,1,0,23,0,0,0,0,0,1,3,1,1,0,120,A,24000425
S,27,10,25,27,10,25,4,533,20,4,0,0,2,0,183,462,0,0,13,37,13,37,5,1,1,0,49,0,0,0,0,0,1,3,1,1,0,196,A,24000425
S,27,10,25,27,10,25,4,706,20,4,0,0,2,0,214,280,0,0,13,39,13,40,5,1,2,0,40,0,0,0,0,0,1,3,1,1,0,120,A,24000425
S,27,10,25,27,10,25,4,713,20,4,0,0,2,0,213,543,0,0,13,42,13,44,5,1,2,0,62,0,0,0,0,0,1,3,1,1,0,129,A,24000425
S,27,10,25,27,10,25,4,779,20,4,0,0,2,0,231,208,0,0,13,44,13,52,5,1,2,0,47,0,0,0,0,0,1,3,1,1,0,126,A,24000425
S,27,10,25,28,10,25,4,486,20,4,0,0,12,0,234,895,0,0,23,12,5,5,5,1,2,0,47,0,0,1,17,0,1,3,1,1,35,123,A,24000425
S,29,10,25,29,10,25,4,533,20,4,0,0,2,0,183,462,0,0,0,20,0,20,5,1,2,0,49,0,0,0,0,0,1,3,1,1,0,196,A,24000425
S,29,10,25,29,10,25,4,503,20,4,0,0,2,0,158,518,0,0,0,20,3,2,5,1,2,0,20,0,0,0,8,0,1,3,1,1,16,129,A,24000425
S,30,10,25,30,10,25,4,475,20,4,0,0,2,0,225,520,0,0,0,4,4,35,5,1,2,0,67,0,0,0,13,0,1,3,1,1,27,122,A,24000425
S,31,10,25,31,10,25,4,367,20,4,0,0,2,0,186,372,0,0,1,48,4,52,5,1,2,0,39,0,0,0,9,0,1,3,1,1,18,122,A,24000425
S,31,10,25,31,10,25,4,873,20,4,0,0,2,0,129,983,0,0,4,55,4,55,5,1,2,0,37,0,0,0,9,0,1,3,1,1,18,124,A,24000425
S,1,11,25,1,11,25,4,502,20,4,0,0,2,0,197,567,0,0,0,0,1,40,5,1,2,0,56,0,0,0,5,0,1,3,1,1,10,126,A,24000425
S,1,11,25,2,11,25,4,675,20,4,0,0,2,0,168,693,0,0,23,44,1,47,5,1,2,0,24,0,0,0,6,0,1,3,1,1,12,120,A,24000425
S,3,11,25,3,11,25,4,533,20,4,0,0,2,0,183,462,0,0,0,6,0,6,5,1,2,0,49,0,0,0,0,0,1,3,1,1,0,196,A,24000425
S,3,11,25,3,11,25,4,554,20,4,0,0,2,0,138,858,0,0,0,6,3,53,5,1,2,0,62,0,0,0,11,0,1,3,1,1,22,128,A,24000425
S,3,11,25,3,11,25,4,533,20,4,0,0,2,0,183,462,0,0,4,5,4,5,5,1,2,0,49,0,0,0,0,0,1,3,1,1,0,196,A,24000425
S,3,11,25,4,11,25,4,247,20,4,0,0,2,0,185,306,0,0,23,41,3,35,5,1,2,0,35,0,0,0,11,0,1,3,1,1,23,126,A,24000425
S,4,11,25,4,11,25,4,635,20,4,0,0,2,0,183,547,0,0,3,35,3,36,5,1,2,0,25,0,0,0,0,0,1,3,1,1,0,123,A,24000425
S,4,11,25,5,11,25,4,290,20,4,0,0,2,0,137,384,0,0,23,58,4,58,5,1,2,0,64,0,0,0,14,0,1,3,1,1,29,129,A,24000425
S,5,11,25,5,11,25,4,533,20,4,0,0,2,0,183,462,0,0,6,13,6,13,5,1,2,0,49,0,0,0,0,0,1,3,1,1,0,196,A,24000425
S,5,11,25,5,11,25,4,780,20,4,0,0,2,0,223,349,0,0,23,45,23,46,5,1,2,0,62,0,0,0,0,0,1,3,1,1,0,128,A,24000425
S,5,11,25,6,11,25,4,440,20,4,0,0,2,0,131,422,0,0,23,46,0,8,5,1,2,0,25,0,0,0,1,0,1,3,1,1,2,123,A,24000425
S,6,11,25,6,11,25,4,485,20,4,0,0,2,0,207,909,0,0,0,10,4,24,5,1,2,0,64,0,0,0,12,0,1,3,1,1,25,128,A,24000425
S,6,11,25,7,11,25,4,415,20,4,0,0,7,0,137,361,0,0,23,34,4,41,5,1,2,0,30,0,0,0,15,0,1,3,1,1,30,126,A,24000425
S,7,11,25,8,11,25,4,704,20,4,0,0,2,0,161,297,0,0,23,52,5,10,5,1,2,0,40,0,0,0,15,0,1,3,1,1,31,120,A,24000425
S,9,11,25,9,11,25,4,750,20,4,0,0,2,0,171,234,0,0,0,36,4,59,5,1,2,0,46,0,0,0,13,0,1,3,1,1,26,127,A,24000425
S,9,11,25,10,11,25,4,642,20,4,0,0,2,0,122,786,0,0,23,1,1,50,5,1,2,0,35,0,0,0,8,0,1,3,1,1,16,129,A,24000425
S,11,11,25,11,11,25,4,816,20,4,0,0,2,0,151,807,0,0,0,25,4,25,5,1,2,0,33,0,0,0,11,0,1,3,1,1,23,128,A,24000425
S,11,11,25,12,11,25,4,259,20,4,0,0,2,0,152,693,0,0,23,23,3,53,5,1,2,0,64,0,0,0,13,0,1,3,1,1,27,128,A,24000425
S,12,11,25,12,11,25,4,533,20,4,0,0,2,0,183,462,0,0,4,39,4,39,5,1,2,0,49,0,0,0,0,0,1,3,1,1,0,196,A,24000425
S,12,11,25,13,11,25,4,988,20,4,0,0,2,0,177,831,0,0,23,56,5,6,5,1,2,0,47,0,0,0,15,0,1,3,1,1,31,129,A,24000425
S,13,11,25,14,11,25,4,838,20,4,0,0,2,0,229,572,0,0,23,48,4,36,5,1,2,0,47,0,0,0,14,0,1,3,1,1,28,121,A,24000425
S,15,11,25,15,11,25,4,461,20,4,0,0,2,0,161,532,0,0,0,36,0,40,5,1,2,0,29,0,0,0,0,0,1,3,1,1,0,120,A,24000425
S,16,11,25,16,11,25,4,716,20,4,0,0,2,0,155,379,0,0,0,6,4,55,5,1,2,0,28,0,0,0,14,0,1,3,1,1,28,120,A,24000425
S,16,11,25,16,11,25,4,542,20,4,0,0,2,0,194,643,0,0,4,55,4,55,5,1,2,0,26,0,0,0,14,0,1,3,1,1,28,127,A,24000425
S,16,11,25,16,11,25,4,793,20,4,0,0,2,0,206,504,0,0,4,56,4,56,5,1,2,0,25,0,0,0,0,0,1,3,1,1,0,125,A,24000425
S,16,11,25,17,11,25,4,859,20,4,0,0,2,0,221,731,0,0,23,42,4,50,5,1,2,0,39,0,0,0,15,0,1,3,1,1,30,127,A,24000425
S,17,11,25,17,11,25,4,533,20,4,0,0,2,0,183,462,0,0,6,20,6,20,5,1,2,0,49,0,0,0,0,0,1,3,1,1,0,196,A,24000425
S,18,11,25,18,11,25,4,757,20,4,0,0,2,0,190,653,0,0,0,2,4,36,5,1,2,0,22,0,0,0,13,0,1,3,1,1,27,125,A,24000425
S,18,11,25,18,11,25,4,533,20,4,0,0,2,0,183,462,0,0,6,15,6,15,5,1,2,0,49,0,0,0,0,0,1,3,1,1,0,196,A,24000425
S,20,11,25,20,11,25,4,863,20,4,0,0,2,0,225,528,0,0,1,16,5,50,5,1,2,0,46,0,0,0,13,0,1,3,1,1,27,121,A,24000425
S,21,11,25,22,11,25,4,399,20,4,0,0,2,0,164,454,0,0,22,35,5,1,5,1,2,0,49,0,0,0,19,0,1,3,1,1,38,123,A,24000425
S,22,11,25,23,11,25,4,266,20,4,0,0,2,0,156,384,0,0,23,41,5,5,5,1,2,0,59,0,0,0,16,0,1,3,1,1,32,124,A,24000425
S,23,11,25,23,11,25,4,477,20,4,0,0,2,0,218,510,0,0,5,5,5,5,5,1,2,0,52,0,0,0,16,0,1,3,1,1,32,128,A,24000425
S,24,11,25,25,11,25,4,461,20,4,0,0,2,0,130,848,0,0,23,38,4,23,5,1,2,0,28,0,0,0,14,0,1,3,1,1,28,122,A,24000425
S,25,11,25,26,11,25,4,820,20,4,0,0,2,0,166,512,0,0,23,36,3,8,5,1,2,0,37,0,0,0,10,0,1,3,1,1,21,122,A,24000425
S,26,11,25,27,11,25,4,784,20,4,0,0,2,0,170,867,0,0,23,56,4,1,5,1,2,0,20,0,0,0,12,0,1,3,1,1,24,121,A,24000425
S,27,11,25,27,11,25,4,533,20,4,0,0,2,0,183,462,0,0,4,2,4,2,5,1,2,0,49,0,0,0,0,0,1,3,1,1,0,196,A,24000425
S,28,11,25,28,11,25,4,813,20,4,0,0,2,0,128,537,0,0,0,9,4,39,5,1,2,0,68,0,0,0,13,0,1,3,1,1,26,128,A,24000425
S,29,11,25,29,11,25,4,504,20,4,0,0,2,0,136,350,0,0,0,16,0,17,5,1,2,0,55,0,0,0,0,0,1,3,1,1,0,122,A,24000425
S,29,11,25,29,11,25,4,874,20,4,0,0,2,0,143,912,0,0,0,17,4,47,5,1,2,0,39,0,0,0,13,0,1,3,1,1,27,129,A,24000425
S,30,11,25,1,12,25,4,326,20,4,0,0,2,0,183,253,0,0,23,28,3,48,5,1,2,0,45,0,0,0,13,0,1,3,1,1,26,125,A,24000425
